Time,Position,Level,Experience,Technology,Location,Way_of_working,Employees_number,Salary_type,Salary
2023-01-22 18:49:36.202,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,41.000 - 45.000 TL
2023-01-22 18:49:38.280,Architect / Mimar,Tanımsız,4-6 Yıl,"React / NextJS, NodeJS, Javascript, React Native",Türkiye,Remote,2000+,Türk Lirası,51.000 - 55.000 TL
2023-01-22 18:49:41.383,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 18:50:19.296,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,41.000 - 45.000 TL
2023-01-22 18:51:13.644,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,11.000 - 15.000 TL
2023-01-22 18:51:34.510,Architect / Mimar,Senior,10+ Yıl,"React / NextJS, Angular, Vue, NodeJS, Javascript, Java / Spring, C# / .NET Framework, React Native, Flutter, C / C++",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,51.000 - 55.000 TL
2023-01-22 18:51:59.651,Backend Developer,Junior,0-1 Yıl,"C# / .NET Framework, Python",Türkiye,Hybrid,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 18:52:33.282,Fullstack Developer,Junior,1-3 Yıl,"Javascript, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 18:52:51.267,Fullstack Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,50-100,Türk Lirası,5000 - 10.000 TL
2023-01-22 18:52:55.003,Mobile Developer,Mid,4-6 Yıl,Flutter,Türkiye,Hybrid,1000-2000,Türk Lirası,31.000 - 35.000 TL
2023-01-22 18:53:26.878,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 18:53:38.874,Yönetici / Müdür,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,56.000 - 60.000 TL
2023-01-22 18:53:39.259,Fullstack Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 18:53:40.270,Embedded software dev,Mid,1-3 Yıl,C / C++,Türkiye,Hybrid,100-300,Türk Lirası,31.000 - 35.000 TL
2023-01-22 18:53:44.412,Backend Developer,Mid,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
2023-01-22 18:54:06.064,Backend Developer,Senior,7-9 Yıl,Java / Spring,Yurtdışı,Remote,50-100,Dolar,91.000 - 100.000 TL
2023-01-22 18:54:53.238,Mobile Developer,Senior,4-6 Yıl,Swift,Türkiye,Remote,50-100,Dolar,41.000 - 45.000 TL
2023-01-22 18:55:20.750,Backend Developer,Mid,1-3 Yıl,"NodeJS, C# / .NET Framework",Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 18:55:43.039,Embedded ,Tanımsız,0-1 Yıl,C / C++,Türkiye,Hybrid,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 18:56:05.611,PLC & Robotic,Mid,4-6 Yıl,"C# / .NET Framework, C / C++",Türkiye,Hybrid,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 18:56:14.195,Yönetici / Müdür,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Hybrid,1000-2000,Türk Lirası,26.000 - 30.000 TL
2023-01-22 18:56:30.060,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Svelte",Türkiye,Remote,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 18:56:48.427,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 18:57:13.011,DevOps Engineer,Junior,0-1 Yıl,"Docker, kubernetes",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,11.000 - 15.000 TL
2023-01-22 18:57:20.777,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
2023-01-22 18:57:28.788,Backend Developer,Mid,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 18:58:09.666,Frontend Developer,Senior,10+ Yıl,"Angular, Javascript",Yurtdışı,Remote,100-300,Sterlin,101.000 - 120.000 TL
2023-01-22 18:58:16.179,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript, Java / Spring",Türkiye,Hybrid,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 18:58:21.497,Mobile Developer,Junior,0-1 Yıl,Flutter,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 18:58:40.219,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-22 18:59:36.536,Data Analyst,Junior,1-3 Yıl,Sql,Türkiye,Hybrid,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 18:59:42.036,Backend Developer,Mid,1-3 Yıl,PHP / Laravel,Türkiye,Hybrid,100-300,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:00:01.519,Backend Developer,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,36.000 - 40.000 TL
2023-01-22 19:00:29.745,Frontend Developer,Senior,10+ Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,10-30,Dolar,151.000 - 200.000 TL
2023-01-22 19:01:07.833,Mobile Developer,Junior,1-3 Yıl,Swift,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:01:48.991,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 19:02:25.793,Frontend Developer,Mid,1-3 Yıl,React / NextJS,Yurtdışı,Remote,50-100,Çek Kronu,91.000 - 100.000 TL
2023-01-22 19:02:38.307,Fullstack Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:02:39.385,ML Engineer,Junior,1-3 Yıl,Python,Türkiye,Remote,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:02:47.920,Fullstack Developer,Junior,1-3 Yıl,"C# / .NET Framework, Flutter",Türkiye,Hybrid,1000-2000,Türk Lirası,5000 - 10.000 TL
2023-01-22 19:03:21.437,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
2023-01-22 19:03:24.849,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,300-1000,Türk Lirası,36.000 - 40.000 TL
2023-01-22 19:04:11.101,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Remote,50-100,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:04:14.882,Mobile Developer,Mid,1-3 Yıl,Kotlin,Yurtdışı,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:04:15.808,Growth marketer,Mid,4-6 Yıl,"Figma, Google analytics, Marketo. apollo, Google ads, Hubspot, Webflow, Framer",Yurtdışı,Remote,50-100,Dolar,81.000 - 90.000 TL
2023-01-22 19:05:20.035,Fullstack Developer,Junior,1-3 Yıl,Python/Flask,Türkiye,Hybrid,0-10,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:05:25.341,Mobile Developer,Junior,1-3 Yıl,Flutter,Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-22 19:06:38.349,Fullstack Developer,Junior,1-3 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:06:39.857,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Remote,300-1000,Türk Lirası,31.000 - 35.000 TL
2023-01-22 19:07:04.756,Frontend Developer,Junior,0-1 Yıl,"Angular, C# / .NET Framework",Türkiye,Remote,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 19:07:31.024,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Vue",Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:07:39.099,Fullstack Developer,Mid,1-3 Yıl,"Angular, C# / .NET Framework",Türkiye,Hybrid,100-300,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:07:42.814,Backend Developer,Junior,1-3 Yıl,"NodeJS, Javascript",Yurtdışı,Hybrid,2000+,Dolar,16.000 - 20.000 TL
2023-01-22 19:07:59.818,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript, React Native, Flutter, Figma",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:08:13.008,Fullstack Developer,Senior,7-9 Yıl,"Angular, C# / .NET Framework",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,31.000 - 35.000 TL
2023-01-22 19:08:18.414,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, NodeJS",Yurtdışı,Remote,30-50,Dolar,101.000 - 120.000 TL
2023-01-22 19:08:31.658,Frontend Developer,Junior,1-3 Yıl,Vue,Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:09:05.327,Yönetici / Müdür,Tanımsız,10+ Yıl,"Angular, Javascript, React Native, Swift, Kotlin, Flutter",Türkiye,Remote,300-1000,Dolar,71.000 - 80.000 TL
2023-01-22 19:09:22.437,Fullstack Developer,Mid,4-6 Yıl,PHP / Laravel,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:09:59.906,Frontend Developer,Senior,7-9 Yıl,React / NextJS,Türkiye,Remote,300-1000,Türk Lirası,81.000 - 90.000 TL
2023-01-22 19:10:30.252,Data Scientist,Junior,0-1 Yıl,Python,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:10:58.251,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript, React Native",Türkiye,Hybrid,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:10:59.564,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Yurtdışı,Remote,0-10,Dolar,56.000 - 60.000 TL
2023-01-22 19:11:28.034,Backend Developer,Mid,1-3 Yıl,C# / .NET Framework,Türkiye,Hybrid,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:11:53.640,Mobile Developer,Senior,4-6 Yıl,"Kotlin, C / C++",Türkiye,Hybrid,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:12:38.922,Fullstack Developer,Junior,0-1 Yıl,"Angular, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:13:02.731,Analist,Senior,4-6 Yıl,"Unreal, Figma, ",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:14:31.288,Analist,Junior,1-3 Yıl,SQL,Türkiye,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:14:45.857,Game Developer / Oyun Geliştirici,Senior,7-9 Yıl,"C# / .NET Framework, PHP / Laravel",Türkiye,Hybrid,100-300,Türk Lirası,71.000 - 80.000 TL
2023-01-22 19:14:59.187,Fullstack Developer,Junior,0-1 Yıl,"Vue, NodeJS, Javascript, PHP / Laravel",Türkiye,Hybrid,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-22 19:15:14.408,Fullstack Developer,Tanımsız,1-3 Yıl,"React / NextJS, NodeJS, Javascript, React Native",Yurtdışı,Remote,10-30,Euro,41.000 - 45.000 TL
2023-01-22 19:15:31.706,Fullstack Developer,Junior,0-1 Yıl,"Vue, Javascript, C# / .NET Framework",Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:15:33.758,Mobile Developer,Junior,1-3 Yıl,Swift,Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:16:16.885,Fullstack Developer,Junior,1-3 Yıl,"Javascript, PHP / Laravel, React Native",Türkiye,Hybrid,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:16:41.672,Analist,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
2023-01-22 19:18:53.325,Data Analyst,Senior,7-9 Yıl,SQL,Yurtdışı,Remote,1000-2000,Dolar,41.000 - 45.000 TL
2023-01-22 19:19:01.313,Backend Developer,Senior,7-9 Yıl,Java / Spring,Yurtdışı,Hybrid,2000+,Türk Lirası,71.000 - 80.000 TL
2023-01-22 19:19:07.059,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Remote,10-30,Türk Lirası,31.000 - 35.000 TL
2023-01-22 19:20:15.968,Analist,Junior,1-3 Yıl,"NodeJS, Javascript, Java / Spring",Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:20:28.135,Fullstack Developer,Senior,10+ Yıl,"Vue, Javascript, C# / .NET Framework",Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:21:06.014,Fullstack Developer,Mid,4-6 Yıl,PHP / Laravel,Türkiye,Remote,10-30,Dolar,26.000 - 30.000 TL
2023-01-22 19:21:24.921,Frontend Developer,Junior,1-3 Yıl,React / NextJS,Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
2023-01-22 19:21:30.072,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:22:01.509,Backend Developer,Mid,4-6 Yıl,Django ,Yurtdışı,Remote,100-300,Euro,151.000 - 200.000 TL
2023-01-22 19:22:36.513,DevOps Engineer,Mid,1-3 Yıl,Google cloud,Türkiye,Remote,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:22:48.653,Backend Developer,Senior,7-9 Yıl,"Java / Spring, C# / .NET Framework, Flutter",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:22:56.437,Game Developer / Oyun Geliştirici,Senior,1-3 Yıl,"C# / .NET Framework, Unity",Türkiye,Hybrid,30-50,Türk Lirası,36.000 - 40.000 TL
2023-01-22 19:23:06.002,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,50-100,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:24:00.373,Mobile Developer,Mid,4-6 Yıl,Flutter,Yurtdışı,Remote,30-50,Dolar,31.000 - 35.000 TL
2023-01-22 19:26:12.943,Backend Developer,Mid,1-3 Yıl,"Java / Spring, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
2023-01-22 19:27:23.835,Tasarımcı,Junior,1-3 Yıl,Figma,Yurtdışı,Remote,10-30,Dolar,31.000 - 35.000 TL
2023-01-22 19:27:42.224,Backend Developer,Mid,4-6 Yıl,Go,Yurtdışı,Hybrid,2000+,Euro,151.000 - 200.000 TL
2023-01-22 19:27:51.346,Mobile Developer,Junior,0-1 Yıl,Flutter,Yurtdışı,Remote,50-100,Dolar,5000 - 10.000 TL
2023-01-22 19:27:55.809,Fullstack Developer,Senior,10+ Yıl,"Angular, NodeJS, Javascript",Türkiye,Hybrid,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:28:37.481,Fullstack Developer,Junior,0-1 Yıl,"Vue, C# / .NET Framework",Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:28:54.561,Backend Developer,Senior,10+ Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,100-300,Türk Lirası,41.000 - 45.000 TL
2023-01-22 19:28:58.534,Fullstack Developer,Junior,0-1 Yıl,"C# / .NET Framework, PHP / Laravel",Türkiye,Hybrid,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:30:05.157,Yönetici / Müdür,Senior,10+ Yıl,Python ,Türkiye,Remote,50-100,Türk Lirası,151.000 - 200.000 TL
2023-01-22 19:30:07.111,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:30:22.455,Data Analyst,Mid,4-6 Yıl,SQL - PL/SQL,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:30:32.844,Backend Developer,Mid,1-3 Yıl,NodeJS,Türkiye,Hybrid,50-100,Dolar,21.000 - 25.000 TL
2023-01-22 19:30:53.467,Data Analyst,Mid,0-1 Yıl,"Python, SQL",Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
2023-01-22 19:30:53.780,Tasarımcı,Senior,7-9 Yıl,"C# / .NET Framework, C / C++",Yurtdışı,Hybrid,1000-2000,Euro,81.000 - 90.000 TL
2023-01-22 19:31:14.569,Backend Developer,Mid,4-6 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,31.000 - 35.000 TL
2023-01-22 19:31:54.460,Mobile Developer,Mid,1-3 Yıl,Flutter,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,31.000 - 35.000 TL
2023-01-22 19:32:09.944,Fullstack Developer,Senior,4-6 Yıl,"Javascript, Java / Spring, C# / .NET Framework, Kotlin, Flutter",Türkiye,Hybrid,10-30,Türk Lirası,41.000 - 45.000 TL
2023-01-22 19:32:40.759,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, NodeJS, Javascript, Java / Spring",Yurtdışı,Remote,50-100,Euro,101.000 - 120.000 TL
2023-01-22 19:33:08.615,Product manager,Tanımsız,1-3 Yıl,Figma,Türkiye,Hybrid,2000+,Türk Lirası,31.000 - 35.000 TL
2023-01-22 19:33:10.138,iOS Developer,Mid,1-3 Yıl,Swift,Türkiye,Remote,100-300,Türk Lirası,56.000 - 60.000 TL
2023-01-22 19:33:32.894,Frontend Developer,Junior,0-1 Yıl,"Java / Spring, Kotlin",Türkiye,Remote,50-100,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:33:46.807,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, Java / Spring",Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:34:17.676,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:35:19.214,Tasarımcı,Mid,4-6 Yıl,Figma,Türkiye,Remote,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 19:36:06.916,ML engineer,Junior,0-1 Yıl,Python,Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:36:33.734,Backend Developer,Senior,7-9 Yıl,"NodeJS, Javascript, C# / .NET Framework, C / C++",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:37:04.607,Frontend Developer,Mid,1-3 Yıl,"Angular, Vue, React Native",Türkiye,Remote,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:37:49.534,Game Developer / Oyun Geliştirici,Junior,0-1 Yıl,"C# / .NET Framework, Unity",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:37:52.641,Fullstack Developer,Mid,4-6 Yıl,"Angular, C# / .NET Framework",Yurtdışı,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
2023-01-22 19:38:04.114,Mobile Developer,Mid,4-6 Yıl,Flutter,Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:39:26.082,Data Scientist,Junior,1-3 Yıl,Python,Türkiye,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:39:40.870,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Yurtdışı,Hybrid,50-100,Sterlin,31.000 - 35.000 TL
2023-01-22 19:39:41.559,Fullstack Developer,Junior,0-1 Yıl,"Angular, Javascript, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:40:08.167,Frontend Developer,Senior,10+ Yıl,"React / NextJS, Angular, NodeJS, Javascript",Türkiye,Remote,1000-2000,Türk Lirası,66.000 - 70.000 TL
2023-01-22 19:40:19.921,Fullstack Developer,Senior,10+ Yıl,"Vue, NodeJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,1000-2000,Türk Lirası,26.000 - 30.000 TL
2023-01-22 19:40:21.953,Fullstack Developer,Mid,1-3 Yıl,"Angular, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,41.000 - 45.000 TL
2023-01-22 19:40:23.070,Frontend Developer,Mid,4-6 Yıl,Angular,Türkiye,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:40:52.725,Sap sistem uzmanı,Mid,4-6 Yıl,Sap,Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:41:23.008,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:41:45.488,Tester,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,31.000 - 35.000 TL
2023-01-22 19:41:48.624,Test otomasyon,Senior,4-6 Yıl,Java / Spring,Türkiye,Remote,10-30,Dolar,66.000 - 70.000 TL
2023-01-22 19:41:50.270,Backend Developer,Senior,7-9 Yıl,"Java / Spring, C# / .NET Framework",Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
2023-01-22 19:42:04.477,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Kotlin",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:42:33.471,Fullstack Developer,Mid,7-9 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,26.000 - 30.000 TL
2023-01-22 19:42:43.131,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Javascript, Swift, Figma",Türkiye,Hybrid,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 19:43:20.990,Analist,Mid,1-3 Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:43:21.606,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:43:32.783,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,51.000 - 55.000 TL
2023-01-22 19:44:00.183,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,5000 - 10.000 TL
2023-01-22 19:44:18.249,Backend Developer,Junior,0-1 Yıl,"Java / Spring, C / C++",Türkiye,Hybrid,50-100,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:44:28.768,Backend Developer,Mid,1-3 Yıl,"NodeJS, C# / .NET Framework",Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:44:29.542,Frontend Developer,Junior,0-1 Yıl,"Javascript, Java / Spring",Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:44:32.143,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Remote,50-100,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:44:36.631,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Figma, ",Türkiye,Hybrid,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 19:47:15.428,Backend Developer,Junior,0-1 Yıl,C / C++,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:48:27.235,Frontend Developer,Mid,4-6 Yıl,"React / NextJS, Vue, Javascript",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-22 19:48:36.671,Frontend Developer,Mid,1-3 Yıl,"Angular, Vue",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:49:14.959,Fullstack Developer,Junior,0-1 Yıl,"Angular, Java / Spring",Türkiye,Hybrid,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-22 19:49:31.889,Backend Developer,Junior,1-3 Yıl,Python,Türkiye,Remote,30-50,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:49:57.682,Frontend Developer,Junior,1-3 Yıl,stencil.js,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
2023-01-22 19:50:11.378,Fullstack Developer,Senior,10+ Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,10-30,Sterlin,71.000 - 80.000 TL
2023-01-22 19:51:09.773,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,30-50,Türk Lirası,31.000 - 35.000 TL
2023-01-22 19:51:11.203,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript, React Native, Figma",Yurtdışı,Remote,0-10,Dolar,11.000 - 15.000 TL
2023-01-22 19:51:40.373,Backend Developer,Senior,10+ Yıl,ABAP,Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
2023-01-22 19:51:42.703,UI/UX Designer,Mid,1-3 Yıl,Figma,Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 19:51:46.469,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,50-100,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:52:35.283,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,5000 - 10.000 TL
2023-01-22 19:52:39.912,Fullstack Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:52:57.256,Frontend Developer,Mid,4-6 Yıl,Javascript,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:53:58.616,Mobile Developer,Junior,1-3 Yıl,Kotlin,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:55:31.587,Yönetici / Müdür,Tanımsız,10+ Yıl,"React / NextJS, Vue, Javascript, C# / .NET Framework, Swift, Kotlin",Türkiye,Hybrid,30-50,Türk Lirası,31.000 - 35.000 TL
2023-01-22 19:56:11.823,Yönetici / Müdür,Tanımsız,10+ Yıl,"C / C++, ",Türkiye,Yerinde / Ofiste,50-100,Dolar,101.000 - 120.000 TL
2023-01-22 19:56:41.648,Backend Developer,Tanımsız,1-3 Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,21.000 - 25.000 TL
